id,source_id,fragment_type,text_excerpt,structured_payload,effect_direction,strength_score,extraction_method,extraction_confidence,date_extracted,notes
EVD-000660,SRC-000660,result,"There are currently various concerns regarding certain environmental toxins and the possible impact they can have on developmental diseases. Glyphosate (Gly) is the most utilised herbicide in agriculture, although its widespread use is generating controversy in the scientific world because of its probable carcinogenic effect on human cells. Gly performs as an inhibitor of 5-enolpyruvylshikimate-3-phospate synthase (EPSP synthase), not only in plants, but also in bacteria. An inhibiting effect on","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": true}",unclear,0.0626,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000661,SRC-000661,result,"Glyphosate, introduced by Monsanto Company under the commercial name Roundup in 1974, became the extensively used herbicide worldwide in the last few decades. Glyphosate has excellent properties of fast sorption in soil, biodegradation and less toxicity to nontarget organisms. However, glyphosate has been reported to increase the risk of cancer, endocrine-disruption, celiac disease, autism, effect on erythrocytes, leaky-gut syndrome, etc. The reclassification of glyphosate in 2015 as 'probably c","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": true}",unclear,0.0626,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000662,SRC-000662,result,Agricultural pesticides have been one of the most extensively used compounds throughout the world. The main sources of contamination for humans are dietary intake and occupational exposure. The impairments caused by agricultural pesticide exposure have been a significant global public health problem. Recent studies have shown that low-level agricultural pesticide exposure during the critical period of neurodevelopment (pregnancy and lactation) is closely related to autism spectrum disorder (ASD),"{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": true}",unclear,0.0626,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000663,SRC-000663,result,"Exposure to the herbicide glyphosate during pregnancy and lactation may increase the risk for autism spectrum disorder (ASD) in offspring. Recently, we reported that maternal exposure of formulated glyphosate caused ASD-like behaviors in juvenile offspring. Here, we investigated whether maternal exposure of pure glyphosate could cause ASD-like behaviors in juvenile offspring. Water or 0.098% glyphosate was administered as drinking water from E5 to P21 (weaning). Behavioral tests such as grooming","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000664,SRC-000664,result,"A growing body of evidences suggests an association between early exposure to organophosphates (OPs), organochlorines (OCs), pyrethroids or carbamates and autism spectrum disorder (ASD). However, there are limited data about the other pesticide groups, especially in Europe. Based on a systematic review, we aimed to assess the influence of neuro- and thyrotoxic agricultural and domestic pesticides (other than OPs, OCs, pyrethroids and carbamates) authorized in Europe on risk of ASD in children or","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": true}",unclear,0.0626,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000665,SRC-000665,result,"Epidemiological studies suggest that exposure to herbicides during pregnancy might increase risk for autism spectrum disorder (ASD) in offspring. However, the precise mechanisms underlying the risk of ASD by herbicides such as glyphosate remain unclear. Soluble epoxide hydrolase (sEH) in the metabolism of polyunsaturated fatty acids is shown to play a key role in the development of ASD in offspring after maternal immune activation. Here, we found ASD-like behavioral abnormalities in juvenile off","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000666,SRC-000666,result,"The past decade has been characterized by increased awareness and de-stigmatization of mental health issues, in particular the most common neuropsychiatric disorders depression and anxiety. Further, with growing understanding of neurodevelopmental disorders such as attention deficit and hyperactivity disorder and autism spectrum disorder, the number of diagnosed patients has increased. The pathogenesis of these behavioral disorders is multifactorial and early-life exposure to environmental chemi","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000667,SRC-000667,result,"Glyphosate is an herbicide widely used in the world, being applied in several crops, among them soybeans. Recently, glyphosate and its metabolite aminomethylphosphonic acid (AMPA) have been identified as possible contributors to the emergence of various diseases such as autism, Parkinson's and Alzheimer's diseases, as well as cancer. The child population-consuming cereal-based foods is the most exposed to the effects of pesticides because of their developmental phase and they have a higher food ","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000668,SRC-000668,result,"Fragile X syndrome (FXS) is the leading known monogenetic cause of autism with an estimated 21-50% of FXS individuals meeting autism diagnostic criteria. A critical gap in medical care for persons with autism is an understanding of how environmental exposures and gene-environment interactions affect disease outcomes. Our research indicates more severe neurological and metabolic outcomes (seizures, autism, increased body weight) in mouse and human models of autism spectrum disorders (ASD) as a fu","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": true}",unclear,0.0626,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000669,SRC-000669,result,"Manganese (Mn) is an often overlooked but important nutrient, required in small amounts for multiple essential functions in the body. A recent study on cows fed genetically modified Roundup(®)-Ready feed revealed a severe depletion of serum Mn. Glyphosate, the active ingredient in Roundup(®), has also been shown to severely deplete Mn levels in plants. Here, we investigate the impact of Mn on physiology, and its association with gut dysbiosis as well as neuropathologies such as autism, Alzheimer","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000670,SRC-000670,result,"Emerging evidence indicates potential adverse effects on infant neurodevelopment from exposure to glyphosate during prenatal and postnatal periods. This systematic review examines the scientific literature to explore links between prenatal/postnatal glyphosate exposure and neurodevelopmental abnormalities in humans and non-humans. Twenty-five original articles were reviewed, focusing on the following descriptors: glyphosate-based herbicides, pre and postnatal exposure, and neurodevelopmental out","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": true}",unclear,0.0626,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000671,SRC-000671,result,Sayehmiri et al. recently conducted a meta-analysis to explore the relationship between zinc and copper metabolism and autism spectrum disorders (ASD). Recent reports have elucidated a full behavioral profile of mice exposed to prenatal zinc deficiency and documented a phenotype similar to that found in autism spectrum disorders (ASD). These studies suggest that significant alterations in Zn metabolism may be an important nutritional component in the development of ASD. The idea that prenatal zi,"{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000672,SRC-000672,result,"Glyphosate is the active ingredient of some of the most highly produced and used herbicides worldwide. The intensive applications of glyphosate-based herbicides and its half-life in water lead to its presence in many aquatic ecosystems. Whereas recent studies have reported neurotoxic effects of glyphosate including autism-related effects, most of them used extremely high (mg/L to g/L) concentrations, so it is still unclear if chronic, low environmentally relevant concentrations of this compound ","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000673,SRC-000673,result,nan,"{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000674,SRC-000674,result,"To investigate the effects of maternal exposure to 13 chemicals mixture (CM) during pregnancy on pregnancy outcome and health status of maternal/offspring mice. C57BL/6 pregnant mice were given drinking water containing carbaryl dimethoate glyphosate methomyl methyl parathion triadimefon aspartame sodium benzoate calcium disodium ethylene diamine tetra-acetate ethylparaben butylparaben bisphenol A and acacia gum The effects of CM exposure on pregnancy outcome, health status of dams/offspring, le","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000675,SRC-000675,result,"Glyphosate is the organophosphate pesticide most widely used in the world. Recent studies correlate exposure to glyphosate and the emergence of neurodevelopmental disorders. Therefore, it was objective to propose a rat model of perinatal exposure to glyphosate-based herbicides (GBH) to study associated neurodevelopmental disorders. Behavioral aspects and brain pathways were assessed in the prepubertal phase. For this, maternal treatment occurred throughout the entire gestation period (from GD0) ","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000676,SRC-000676,result,"In response to the rapid development of genetically engineered glyphosate-tolerant crops, the use of glyphosate-based herbicides (GBHs), in agriculture, has increased substantially. Currently, it is estimated that 747 million kg of GBHs are applied per year. Although several epidemiological studies have demonstrated that there are health risks associated with GBH exposure, the effects these chemicals have on the oxidative and inflammatory response in the brain are still unclear. In fact, alterat","{""replicated"": ""unknown"", ""legacy_cause_id"": ""CAU-0005"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
